"","row","column","cor","p"
"150","X1stFlrSF","BsmtFullBath",0.24467110424771,0
"151","X2ndFlrSF","BsmtFullBath",-0.169493951730999,7.12407910441470e-11
"152","LowQualFinSF","BsmtFullBath",-0.0471434218982592,0.07173345585552
"153","GrLivArea","BsmtFullBath",0.0348360495449055,0.183403874290882
"154","Id","BsmtHalfBath",-0.0201547452155342,0.44157856806603
"155","MSSubClass","BsmtHalfBath",-0.00233253455180231,0.929042328947885
"156","LotFrontage","BsmtHalfBath",-0.0278556577591312,0.28748367958928
"157","LotArea","BsmtHalfBath",0.0480455708882968,0.0664603295255222
"158","OverallQual","BsmtHalfBath",-0.0401501576699883,0.125167554164037
"159","OverallCond","BsmtHalfBath",0.117820915081393,6.36748786053687e-06
"160","YearBuilt","BsmtHalfBath",-0.0381618056712331,0.144994269090657
"161","YearRemodAdd","BsmtHalfBath",-0.012337032127794,0.637632517519862
"162","MasVnrArea","BsmtHalfBath",0.0274026623334642,0.295397651774152
"163","BsmtFinSF1","BsmtHalfBath",0.0674184779101171,0.00997247893984587
"164","BsmtFinSF2","BsmtHalfBath",0.0709481336559043,0.00668744527231535
"165","BsmtUnfSF","BsmtHalfBath",-0.095804288152483,0.000246396598266418
"166","TotalBsmtSF","BsmtHalfBath",-0.000314581819833749,0.990417748903046
"167","X1stFlrSF","BsmtHalfBath",0.00195565358204871,0.940484050726978
"168","X2ndFlrSF","BsmtHalfBath",-0.0238547839370453,0.36238024765406
"169","LowQualFinSF","BsmtHalfBath",-0.00584150481931166,0.823524366008942
"170","GrLivArea","BsmtHalfBath",-0.0189184831706347,0.470097928078452
"171","BsmtFullBath","BsmtHalfBath",-0.147870960547601,1.37450708592723e-08
"172","Id","FullBath",0.00558745290735738,0.83108121140372
"173","MSSubClass","FullBath",0.131608222410281,4.50211176783455e-07
"174","LotFrontage","FullBath",0.120547870238365,3.85527236623773e-06
"175","LotArea","FullBath",0.126030626519643,1.36004486117614e-06
"176","OverallQual","FullBath",0.550599709368255,0
"177","OverallCond","FullBath",-0.194149488749302,7.23865412055602e-14
"178","YearBuilt","FullBath",0.468270787172647,0
"179","YearRemodAdd","FullBath",0.439046483872196,0
"180","MasVnrArea","FullBath",0.272998855726434,0
"181","BsmtFinSF1","FullBath",0.0585431368615951,0.0252907276910246
"182","BsmtFinSF2","FullBath",-0.0764438619651826,0.00347020213741867
"183","BsmtUnfSF","FullBath",0.288886055486911,0
"184","TotalBsmtSF","FullBath",0.323722413606649,0
"185","X1stFlrSF","FullBath",0.380637494973507,0
"186","X2ndFlrSF","FullBath",0.421377982875972,0
"187","LowQualFinSF","FullBath",-0.000709509620673199,0.978390257388845
"188","GrLivArea","FullBath",0.630011646251115,0
"189","BsmtFullBath","FullBath",-0.064512048631315,0.013683779804559
"190","BsmtHalfBath","FullBath",-0.0545358119836355,0.0371987231192294
"191","Id","HalfBath",0.00678381128429781,0.795642931421111
"192","MSSubClass","HalfBath",0.177354388643917,8.78808137372289e-12
"193","LotFrontage","HalfBath",-0.0129521028060804,0.620955921911007
"194","LotArea","HalfBath",0.0142594685664319,0.586156243555014
"195","OverallQual","HalfBath",0.27345809864277,0
"196","OverallCond","HalfBath",-0.0607693267615949,0.0202248475756226
"197","YearBuilt","HalfBath",0.242655910241062,0
"198","YearRemodAdd","HalfBath",0.183330611718471,1.67754699020861e-12
"199","MasVnrArea","HalfBath",0.199107519412196,1.59872115546023e-14
"200","BsmtFinSF1","HalfBath",0.00426242438448688,0.870732402910952
"201","BsmtFinSF2","HalfBath",-0.0321478374689658,0.219585014231024
"202","BsmtUnfSF","HalfBath",-0.0411175301445516,0.116318108070045
"203","TotalBsmtSF","HalfBath",-0.0488037386352123,0.0622793093589611
"204","X1stFlrSF","HalfBath",-0.119915908793961,4.33488119466752e-06
"205","X2ndFlrSF","HalfBath",0.609707300271744,0
"206","LowQualFinSF","HalfBath",-0.0270800493171695,0.301121854237649
"207","GrLivArea","HalfBath",0.415771636105265,0
"208","BsmtFullBath","HalfBath",-0.0309049591425333,0.237941636195597
"209","BsmtHalfBath","HalfBath",-0.0123399000522755,0.637554323066923
"210","FullBath","HalfBath",0.136380588749145,1.68512995113446e-07
"211","Id","BedroomAbvGr",0.0377185542232109,0.149725393170515
"212","MSSubClass","BedroomAbvGr",-0.0234380284606273,0.370828952575934
"213","LotFrontage","BedroomAbvGr",0.144493646107002,2.93130704154265e-08
"214","LotArea","BedroomAbvGr",0.119689908151316,4.51987124527875e-06
"215","OverallQual","BedroomAbvGr",0.101676356241784,9.94991103713261e-05
"216","OverallCond","BedroomAbvGr",0.0129800600945512,0.620202425377648
"217","YearBuilt","BedroomAbvGr",-0.0706512169047234,0.00692057344737917
"218","YearRemodAdd","BedroomAbvGr",-0.0405809280677191,0.12116421361571
"219","MasVnrArea","BedroomAbvGr",0.102774516136891,8.35206474283368e-05
"220","BsmtFinSF1","BedroomAbvGr",-0.10735467682307,3.94996761996502e-05
"221","BsmtFinSF2","BedroomAbvGr",-0.0157281136265809,0.548177866595815
"222","BsmtUnfSF","BedroomAbvGr",0.166643316986963,1.4858003716256e-10
"223","TotalBsmtSF","BedroomAbvGr",0.0504499555126782,0.0539464481775003
"224","X1stFlrSF","BedroomAbvGr",0.127400749392365,1.04103407716494e-06
"225","X2ndFlrSF","BedroomAbvGr",0.502900613345906,0
"226","LowQualFinSF","BedroomAbvGr",0.105606568540905,5.27546172033322e-05
"227","GrLivArea","BedroomAbvGr",0.521269510918994,0
"228","BsmtFullBath","BedroomAbvGr",-0.150672809207956,7.23718640571747e-09
"229","BsmtHalfBath","BedroomAbvGr",0.0465188483899507,0.0755810308843279
"230","FullBath","BedroomAbvGr",0.363251983023277,0
"231","HalfBath","BedroomAbvGr",0.226651484150945,0
"232","Id","KitchenAbvGr",0.00295123635772464,0.910291993274372
"233","MSSubClass","KitchenAbvGr",0.281721040264882,0
"234","LotFrontage","KitchenAbvGr",0.0344246580739473,0.188635170205012
"235","LotArea","KitchenAbvGr",-0.0177838705048419,0.49714266432074
"236","OverallQual","KitchenAbvGr",-0.183882234549221,1.43574041544525e-12
"237","OverallCond","KitchenAbvGr",-0.0870008554363806,0.000875465764103467
"238","YearBuilt","KitchenAbvGr",-0.174800245614975,1.75317538264608e-11
"239","YearRemodAdd","KitchenAbvGr",-0.149597521042671,9.27032273168038e-09
"240","MasVnrArea","KitchenAbvGr",-0.0384501120808553,0.141978939339097
"241","BsmtFinSF1","KitchenAbvGr",-0.0810068507785749,0.00195023321126886
"242","BsmtFinSF2","KitchenAbvGr",-0.0407512364484073,0.119609341279604
"243","BsmtUnfSF","KitchenAbvGr",0.0300858683139999,0.250615835630946
"244","TotalBsmtSF","KitchenAbvGr",-0.0689006426420168,0.00844936481218306
"245","X1stFlrSF","KitchenAbvGr",0.0681005881769127,0.00924353418575041
"246","X2ndFlrSF","KitchenAbvGr",0.0593057526482161,0.0234438238412613
"247","LowQualFinSF","KitchenAbvGr",0.00752174434423399,0.773987250097701
"248","GrLivArea","KitchenAbvGr",0.100063164737754,0.00012827425557882
"249","BsmtFullBath","KitchenAbvGr",-0.0415025464314827,0.112935712858294
"250","BsmtHalfBath","KitchenAbvGr",-0.037944350227201,0.147300823450107
"251","FullBath","KitchenAbvGr",0.133115214196038,3.31317193458247e-07
"252","HalfBath","KitchenAbvGr",-0.0682625488969416,0.00907759070543301
"253","BedroomAbvGr","KitchenAbvGr",0.198596757707133,1.88737914186277e-14
"254","Id","TotRmsAbvGrd",0.0272387244094558,0.29829728272884
"255","MSSubClass","TotRmsAbvGrd",0.0403800647836762,0.123018295378435
"256","LotFrontage","TotRmsAbvGrd",0.22139624080763,0
"257","LotArea","TotRmsAbvGrd",0.190014777625409,2.46025422256935e-13
"258","OverallQual","TotRmsAbvGrd",0.427452343277989,0
"259","OverallCond","TotRmsAbvGrd",-0.0575831661128658,0.0277933535904507
"260","YearBuilt","TotRmsAbvGrd",0.0955891282979675,0.000254483349423573
"261","YearRemodAdd","TotRmsAbvGrd",0.191739816292713,1.48325796089921e-13
"262","MasVnrArea","TotRmsAbvGrd",0.279567887525776,0
"263","BsmtFinSF1","TotRmsAbvGrd",0.0443156239129211,0.0905166082541728
"264","BsmtFinSF2","TotRmsAbvGrd",-0.0352265479475232,0.178538327070337
"265","BsmtUnfSF","TotRmsAbvGrd",0.250647061376249,0
"266","TotalBsmtSF","TotRmsAbvGrd",0.285572563725795,0
"267","X1stFlrSF","TotRmsAbvGrd",0.409515978866832,0
"268","X2ndFlrSF","TotRmsAbvGrd",0.616422635491543,0
"269","LowQualFinSF","TotRmsAbvGrd",0.131184775989548,4.90423982313359e-07
"270","GrLivArea","TotRmsAbvGrd",0.825489374308843,0
"271","BsmtFullBath","TotRmsAbvGrd",-0.0532752361233972,0.0418160840934709
"272","BsmtHalfBath","TotRmsAbvGrd",-0.0238363412622204,0.362751561800446
"273","FullBath","TotRmsAbvGrd",0.554784253533483,0
"274","HalfBath","TotRmsAbvGrd",0.343414857540918,0
"275","BedroomAbvGr","TotRmsAbvGrd",0.676619935742649,0
"276","KitchenAbvGr","TotRmsAbvGrd",0.256045408535948,0
"277","Id","Fireplaces",-0.0197716324423927,0.450309142193305
"278","MSSubClass","Fireplaces",-0.0455693402745695,0.0817510990355563
"279","LotFrontage","Fireplaces",0.0440176415616553,0.0927073633770594
"280","LotArea","Fireplaces",0.271364009624542,0
"281","OverallQual","Fireplaces",0.396765037952089,0
"282","OverallCond","Fireplaces",-0.0238199777616623,0.363081214218114
"283","YearBuilt","Fireplaces",0.147716399412453,1.42352005738644e-08
"284","YearRemodAdd","Fireplaces",0.112581318439439,1.61963306206658e-05
"285","MasVnrArea","Fireplaces",0.247015277362144,0
"286","BsmtFinSF1","Fireplaces",0.260010920235041,0
"287","BsmtFinSF2","Fireplaces",0.0469207088260121,0.0730866293918659
"288","BsmtUnfSF","Fireplaces",0.051574882289542,0.048804350692158
"289","TotalBsmtSF","Fireplaces",0.339519323898656,0
"290","X1stFlrSF","Fireplaces",0.410531084659847,0
"291","X2ndFlrSF","Fireplaces",0.194560892241324,6.3948846218409e-14
"292","LowQualFinSF","Fireplaces",-0.0212721434139388,0.416675051575888
"293","GrLivArea","Fireplaces",0.461679133761447,0
"294","BsmtFullBath","Fireplaces",0.137927708427198,1.21647378392709e-07
"295","BsmtHalfBath","Fireplaces",0.0289755866462599,0.268536276950061
"296","FullBath","Fireplaces",0.243670503079912,0
"297","HalfBath","Fireplaces",0.203648508095219,3.99680288865056e-15
"298","BedroomAbvGr","Fireplaces",0.107569680991324,3.81070386907822e-05
"299","KitchenAbvGr","Fireplaces",-0.123936235296898,2.03553496325171e-06
"300","TotRmsAbvGrd","Fireplaces",0.326114480177201,0
"301","Id","GarageYrBlt",7.23902359995377e-05,0.997857071629309
"302","MSSubClass","GarageYrBlt",0.0850718695066512,0.00156687870041727
"303","LotFrontage","GarageYrBlt",0.0440454746359016,0.102062878139709
"304","LotArea","GarageYrBlt",-0.0249474186656383,0.354589643341445
"305","OverallQual","GarageYrBlt",0.54776584483516,0
"306","OverallCond","GarageYrBlt",-0.324296732529407,0
"307","YearBuilt","GarageYrBlt",0.82566748417405,0
"308","YearRemodAdd","GarageYrBlt",0.642276779703671,0
"309","MasVnrArea","GarageYrBlt",0.248545927058367,0
"310","BsmtFinSF1","GarageYrBlt",0.15348409802677,1.01370434268944e-08
"311","BsmtFinSF2","GarageYrBlt",-0.0880108154121964,0.00106918693210778
"312","BsmtUnfSF","GarageYrBlt",0.190708273458927,9.25481913327530e-13
"313","TotalBsmtSF","GarageYrBlt",0.322445173679451,0
"314","X1stFlrSF","GarageYrBlt",0.233449092714844,0
"315","X2ndFlrSF","GarageYrBlt",0.0708323397173791,0.0085066108020353
"316","LowQualFinSF","GarageYrBlt",-0.0363632340423381,0.177155088718687
"317","GrLivArea","GarageYrBlt",0.231196740633349,0
"318","BsmtFullBath","GarageYrBlt",0.124552524423647,3.49887156403383e-06
"319","BsmtHalfBath","GarageYrBlt",-0.0774636123806972,0.00399799575082804
"320","FullBath","GarageYrBlt",0.484557386719523,0
"321","HalfBath","GarageYrBlt",0.196785175805856,1.66533453693773e-13
"322","BedroomAbvGr","GarageYrBlt",-0.0645184369843916,0.0165656341213554
"323","KitchenAbvGr","GarageYrBlt",-0.124411401569986,3.58965986735349e-06
"324","TotRmsAbvGrd","GarageYrBlt",0.14811171558598,3.28311813291293e-08
"325","Fireplaces","GarageYrBlt",0.0468216484019041,0.0821943819115054
"326","Id","GarageCars",0.0165696771121461,0.526976840770216
"327","MSSubClass","GarageCars",-0.0401097931357834,0.125547896682366
"328","LotFrontage","GarageCars",0.165228607207365,2.12986295267115e-10
"329","LotArea","GarageCars",0.154870739753541,2.70681299596731e-09
"330","OverallQual","GarageCars",0.600670716590715,0
"331","OverallCond","GarageCars",-0.185757510578364,8.42437231085569e-13
"332","YearBuilt","GarageCars",0.537850091711083,0
"333","YearRemodAdd","GarageCars",0.42062215494308,0
"334","MasVnrArea","GarageCars",0.361944566177457,0
"335","BsmtFinSF1","GarageCars",0.224053522393991,0
"336","BsmtFinSF2","GarageCars",-0.0382635128692515,0.143924991439675
"337","BsmtUnfSF","GarageCars",0.214175189750218,0
"338","TotalBsmtSF","GarageCars",0.434584834291689,0
"339","X1stFlrSF","GarageCars",0.43931680799067,0
"340","X2ndFlrSF","GarageCars",0.18392558307638,1.41797684705125e-12
"341","LowQualFinSF","GarageCars",-0.0944795201559328,0.000300284699756181
"342","GrLivArea","GarageCars",0.467247418795187,0
"343","BsmtFullBath","GarageCars",0.131881224406194,4.25990754227001e-07
"344","BsmtHalfBath","GarageCars",-0.0208910589968785,0.425073864300121
"345","FullBath","GarageCars",0.469672043267627,0
"346","HalfBath","GarageCars",0.219178152167161,0
"347","BedroomAbvGr","GarageCars",0.0861064376883525,0.000989755903725964
"348","KitchenAbvGr","GarageCars",-0.0506338924022169,0.0530760064761688
"349","TotRmsAbvGrd","GarageCars",0.362288570814774,0
"350","Fireplaces","GarageCars",0.300788766301356,0
"351","GarageYrBlt","GarageCars",0.588920007004666,0
"352","Id","GarageArea",0.0176337784537669,0.50078127524045
"353","MSSubClass","GarageArea",-0.0986715431925642,0.000159224244921319
"354","LotFrontage","GarageArea",0.201473353168341,7.7715611723761e-15
"355","LotArea","GarageArea",0.180402755151116,3.80273590394609e-12
"356","OverallQual","GarageArea",0.562021756612607,0
"357","OverallCond","GarageArea",-0.15152137057023,5.94533755560178e-09
"358","YearBuilt","GarageArea",0.478953819893471,0
"359","YearRemodAdd","GarageArea",0.371599809497199,0
"360","MasVnrArea","GarageArea",0.370884152808898,0
"361","BsmtFinSF1","GarageArea",0.296970385344513,0
"362","BsmtFinSF2","GarageArea",-0.0182265919073165,0.486492456864817
"363","BsmtUnfSF","GarageArea",0.183302697742584,1.69064762189919e-12
"364","TotalBsmtSF","GarageArea",0.486665463773796,0
"365","X1stFlrSF","GarageArea",0.489781654104192,0
"366","X2ndFlrSF","GarageArea",0.138346958571866,1.11296439619935e-07
"367","LowQualFinSF","GarageArea",-0.0676014132395222,0.00977212601880395
"368","GrLivArea","GarageArea",0.468997477322965,0
"369","BsmtFullBath","GarageArea",0.179189480420231,5.31685806492987e-12
"370","BsmtHalfBath","GarageArea",-0.0245355795788793,0.34884023228895
"371","FullBath","GarageArea",0.405656208454009,0
"372","HalfBath","GarageArea",0.163549364016607,3.25264259970481e-10
"373","BedroomAbvGr","GarageArea",0.0652525298988161,0.0126377249402612
"374","KitchenAbvGr","GarageArea",-0.0644330471831443,0.0137997721868681
"375","TotRmsAbvGrd","GarageArea",0.337822120636839,0
"376","Fireplaces","GarageArea",0.269141238073873,0
"377","GarageYrBlt","GarageArea",0.564567060723045,0
"378","GarageCars","GarageArea",0.882475414281462,0
"379","Id","WoodDeckSF",-0.0296431971564025,0.25765815249646
"380","MSSubClass","WoodDeckSF",-0.0125793582492196,0.63103973935711
"381","LotFrontage","WoodDeckSF",-0.0167797588666671,0.52175034133565
"382","LotArea","WoodDeckSF",0.171697687257113,4.00102173614414e-11
"383","OverallQual","WoodDeckSF",0.238923392249186,0
"384","OverallCond","WoodDeckSF",-0.00333369928938531,0.898725340042969
"385","YearBuilt","WoodDeckSF",0.224880142303996,0
"386","YearRemodAdd","WoodDeckSF",0.205725920490038,1.99840144432528e-15
"387","MasVnrArea","WoodDeckSF",0.159990529618351,7.86473330904869e-10
"388","BsmtFinSF1","WoodDeckSF",0.204306145237403,3.10862446895044e-15
"389","BsmtFinSF2","WoodDeckSF",0.0678983264136123,0.00945456407645207
"390","BsmtUnfSF","WoodDeckSF",-0.00531642433306197,0.839160252755244
"391","TotalBsmtSF","WoodDeckSF",0.232018609129018,0
"392","X1stFlrSF","WoodDeckSF",0.235458622783698,0
"393","X2ndFlrSF","WoodDeckSF",0.0921654175860388,0.000421685372067326
"394","LowQualFinSF","WoodDeckSF",-0.0254436479887911,0.331286905984279
"395","GrLivArea","WoodDeckSF",0.247432820518848,0
"396","BsmtFullBath","WoodDeckSF",0.175315190079722,1.52655665885959e-11
"397","BsmtHalfBath","WoodDeckSF",0.0401612232595346,0.125063443398269
"398","FullBath","WoodDeckSF",0.187703213835828,4.81836792687318e-13
"399","HalfBath","WoodDeckSF",0.108080302675363,3.49838534328129e-05
"400","BedroomAbvGr","WoodDeckSF",0.0468537730698939,0.0734973753022898
"401","KitchenAbvGr","WoodDeckSF",-0.0901302726790346,0.000564874119338032
"402","TotRmsAbvGrd","WoodDeckSF",0.165983883714933,1.75802927770974e-10
